Duracion de la Suscripcion (Meses),Satisfaccion del Cliente (1-10),Tiempo de Visualizacion Diario (Horas),Indice de Compromiso (1-10),Dispositivo mas Usado,Genero Preferido,Region,Historial de Pago (A Tiempo/Retrasado),Plan de Suscripcion,Estado de Cancelacion (Sí/No),Consultas al Soporte,Edad,Ingresos Mensuales ($),Numero de Perfiles Creados
29,9,3.51,8,Tablet,Romance,North America,Delayed,Standard,No,6,66,8993,4
12,1,2.2,2,Laptop,Drama,Europe,Delayed,Basic,Yes,3,51,4190,2
44,8,3.95,8,Tablet,Action,Europe,Delayed,Basic,No,3,41,5855,3
44,3,2.95,6,Smart TV,Romance,Oceania,Delayed,Basic,No,0,30,2226,2
13,7,3.58,10,Laptop,Drama,Asia,On-Time,Basic,No,1,42,8202,2
36,1,4.78,1,Tablet,Sci-fi,Asia,Delayed,Basic,No,6,54,3737,2
32,8,3.15,7,Tablet,Comedy,North America,On-Time,Basic,No,10,27,3235,3
19,8,5.3,10,Smart TV,Comedy,Europe,On-Time,Standard,No,8,27,7907,5
45,5,2.74,5,Laptop,Action,South America,On-Time,Basic,No,2,52,9392,3
54,9,4.57,10,Tablet,Action,Africa,Delayed,Standard,No,10,50,9591,3
27,7,1.02,10,Laptop,Romance,North America,On-Time,Basic,No,7,19,1950,2
4,7,2.77,7,Tablet,Action,Asia,On-Time,Basic,No,4,70,7324,5
3,8,1.29,7,Laptop,Romance,South America,On-Time,Standard,No,0,66,6007,1
60,10,3.94,10,Mobile,Sci-fi,North America,On-Time,Premium,No,6,49,3687,3
49,2,3.04,5,Smart TV,Romance,Oceania,Delayed,Basic,No,1,67,2182,2
7,8,3.3,8,Tablet,Comedy,Europe,On-Time,Basic,No,3,36,1690,5
14,2,2.46,2,Smart TV,Sci-fi,North America,On-Time,Premium,No,7,62,3894,2
56,8,2.71,9,Smart TV,Drama,South America,Delayed,Basic,No,9,38,8838,5
11,7,2.43,8,Mobile,Comedy,Africa,On-Time,Basic,No,4,52,2221,1
50,9,4.45,10,Smart TV,Sci-fi,Asia,On-Time,Standard,No,3,27,7311,2
5,8,5.55,8,Laptop,Romance,Asia,Delayed,Basic,Yes,10,28,3768,5
60,7,3.32,7,Smart TV,Romance,North America,On-Time,Standard,No,0,38,3365,1
3,10,3.44,10,Mobile,Drama,Asia,Delayed,Basic,Yes,3,43,3767,1
14,7,5.92,9,Laptop,Drama,South America,On-Time,Standard,No,3,63,1969,3
13,7,2.72,10,Tablet,Romance,Africa,On-Time,Premium,No,7,63,7187,1
36,8,5.65,8,Smart TV,Sci-fi,Africa,On-Time,Standard,No,2,64,5160,3
31,10,4.14,10,Laptop,Drama,Oceania,On-Time,Basic,No,4,67,4395,2
38,9,2.6,8,Mobile,Comedy,Europe,Delayed,Basic,No,1,38,6173,4
8,7,5.48,10,Smart TV,Comedy,Asia,On-Time,Basic,No,1,39,7511,5
41,1,1.03,3,Tablet,Action,Oceania,On-Time,Premium,No,8,35,9266,1
10,6,2.26,4,Laptop,Action,Oceania,On-Time,Basic,No,6,59,2374,1
40,10,4.32,10,Smart TV,Comedy,Asia,On-Time,Basic,No,9,52,1117,1
10,8,4.93,9,Tablet,Comedy,Europe,On-Time,Basic,No,1,27,3641,3
8,7,1.63,7,Smart TV,Drama,Europe,Delayed,Premium,Yes,1,65,9325,5
31,7,1.85,7,Laptop,Sci-fi,Africa,On-Time,Standard,No,2,21,2066,4
24,2,2.86,3,Laptop,Romance,South America,On-Time,Premium,No,8,40,4033,4
27,4,5.1,3,Tablet,Action,Oceania,Delayed,Basic,No,4,49,7474,3
33,6,5.13,2,Laptop,Drama,South America,On-Time,Basic,No,10,66,2455,2
42,7,5.05,9,Laptop,Drama,North America,On-Time,Premium,No,1,58,6031,1
58,10,1.66,9,Tablet,Romance,Europe,Delayed,Standard,No,3,43,6103,3
49,9,3.13,10,Tablet,Sci-fi,Africa,On-Time,Basic,No,5,26,3628,3
16,5,3.78,2,Smart TV,Comedy,Africa,Delayed,Standard,Yes,3,67,6292,1
58,4,5.44,6,Smart TV,Drama,North America,On-Time,Basic,No,6,49,6510,3
54,3,2.32,2,Laptop,Romance,South America,On-Time,Standard,No,8,53,5154,4
16,8,1.74,10,Mobile,Comedy,Europe,Delayed,Premium,Yes,2,22,4482,5
7,9,4.67,7,Smart TV,Action,South America,On-Time,Basic,No,5,54,3060,4
27,8,1.86,10,Tablet,Comedy,South America,Delayed,Premium,No,6,58,4802,3
17,9,3.72,8,Tablet,Drama,North America,On-Time,Basic,No,1,26,6133,4
50,8,4.51,10,Mobile,Comedy,Oceania,Delayed,Premium,No,6,40,1939,5
28,10,4.93,9,Mobile,Drama,North America,Delayed,Standard,No,7,27,4519,3
35,7,3.97,7,Laptop,Comedy,Asia,On-Time,Basic,No,5,25,6847,4
57,6,2.66,6,Smart TV,Romance,North America,On-Time,Basic,No,3,21,6651,3
2,10,1.68,8,Laptop,Action,Oceania,Delayed,Basic,Yes,6,60,2551,3
31,6,3.65,4,Tablet,Action,South America,Delayed,Basic,No,1,61,1654,3
14,8,3.15,7,Mobile,Comedy,North America,Delayed,Standard,Yes,8,55,1334,4
6,8,2.84,8,Smart TV,Action,Oceania,On-Time,Standard,No,9,26,4919,2
10,10,5.26,9,Mobile,Action,Africa,On-Time,Basic,No,0,25,7928,2
52,8,1.21,9,Laptop,Sci-fi,Europe,On-Time,Basic,No,2,18,4102,3
15,8,3.17,7,Mobile,Action,North America,On-Time,Basic,No,10,69,7925,5
43,4,3.68,6,Smart TV,Sci-fi,Africa,Delayed,Basic,No,3,49,2771,2
2,3,5.1,3,Smart TV,Comedy,Oceania,Delayed,Basic,Yes,3,42,7644,5
30,8,1.11,7,Smart TV,Comedy,Europe,On-Time,Standard,No,8,23,7272,3
10,5,2.33,3,Mobile,Comedy,North America,On-Time,Basic,No,8,49,5258,1
13,7,3.68,9,Laptop,Drama,Asia,Delayed,Basic,Yes,10,43,4062,1
34,10,3.34,7,Laptop,Romance,Asia,On-Time,Premium,No,0,62,9800,5
24,8,3.36,7,Tablet,Action,Europe,On-Time,Basic,No,8,37,4862,1
20,7,4.47,10,Laptop,Action,Europe,On-Time,Standard,No,1,44,2625,3
37,5,2.39,4,Smart TV,Drama,South America,On-Time,Premium,No,1,24,6844,2
42,4,2.75,5,Mobile,Drama,Oceania,On-Time,Basic,No,9,55,9338,2
57,8,4.45,10,Smart TV,Drama,Europe,On-Time,Standard,No,0,43,9437,2
41,9,1.34,10,Mobile,Romance,Africa,On-Time,Premium,No,0,41,7331,2
51,7,1.97,8,Smart TV,Romance,Oceania,On-Time,Basic,No,0,62,8390,2
35,9,3.3,9,Laptop,Sci-fi,South America,On-Time,Standard,No,5,55,8699,4
56,8,2.06,7,Laptop,Comedy,Asia,Delayed,Basic,No,0,39,5751,5
38,9,3.73,7,Tablet,Comedy,Oceania,On-Time,Premium,No,8,59,6679,5
50,9,2.31,8,Mobile,Comedy,Africa,On-Time,Basic,No,1,56,6500,3
46,8,5.84,7,Tablet,Comedy,Oceania,On-Time,Basic,No,3,27,8068,5
58,3,3.53,4,Tablet,Drama,South America,On-Time,Basic,No,10,19,3844,1
46,9,1.07,9,Laptop,Action,South America,On-Time,Premium,No,5,58,2741,1
58,8,2.03,8,Laptop,Action,Europe,On-Time,Standard,No,6,33,5912,4
20,2,4.25,1,Tablet,Drama,North America,Delayed,Standard,Yes,6,33,5542,3
17,8,1.53,8,Mobile,Drama,Oceania,On-Time,Basic,No,7,38,8788,2
15,2,5.98,4,Mobile,Sci-fi,Africa,On-Time,Standard,No,5,55,5715,1
15,8,2.38,9,Mobile,Romance,Asia,On-Time,Basic,No,0,46,1480,4
59,5,2.61,1,Smart TV,Romance,Oceania,On-Time,Basic,No,3,57,6127,3
13,6,2.31,6,Mobile,Comedy,North America,On-Time,Standard,Yes,10,52,3026,5
15,10,3.48,9,Mobile,Comedy,Europe,On-Time,Standard,No,8,63,4519,5
7,7,2.2,10,Mobile,Action,Asia,On-Time,Basic,No,6,36,6091,1
50,7,4.12,8,Laptop,Drama,Oceania,On-Time,Basic,No,1,19,3705,3
54,10,3.31,9,Smart TV,Action,South America,Delayed,Basic,No,2,32,8118,2
31,10,4.7,10,Laptop,Comedy,Europe,On-Time,Basic,No,9,24,4500,2
54,8,1.84,8,Tablet,Comedy,Europe,On-Time,Basic,No,2,46,9666,3
35,8,2.93,8,Tablet,Comedy,Europe,Delayed,Basic,No,6,62,6243,2
54,10,3.15,8,Laptop,Action,Europe,On-Time,Standard,No,9,19,1947,1
34,10,3.37,8,Tablet,Sci-fi,Africa,On-Time,Basic,No,6,43,2443,5
51,8,5.83,7,Laptop,Sci-fi,Africa,Delayed,Basic,No,7,33,4056,3
32,10,5.16,9,Smart TV,Drama,Africa,On-Time,Basic,No,9,55,7099,3
4,8,5.14,9,Mobile,Romance,Europe,On-Time,Basic,No,7,45,4238,4
31,7,2.21,9,Smart TV,Comedy,North America,On-Time,Basic,No,3,28,7867,5
51,7,4.5,10,Mobile,Comedy,Africa,Delayed,Basic,No,6,27,9448,5
24,9,2.88,10,Tablet,Action,Oceania,Delayed,Basic,Yes,2,35,7628,2
5,2,4.22,1,Laptop,Comedy,Europe,Delayed,Standard,Yes,5,34,1787,3
56,9,4.45,7,Smart TV,Comedy,Africa,On-Time,Standard,No,10,35,8376,5
50,10,4.45,9,Mobile,Romance,South America,On-Time,Standard,No,9,70,5279,5
60,8,4.22,9,Smart TV,Comedy,North America,Delayed,Basic,No,3,47,8174,4
18,8,2.05,8,Tablet,Action,South America,On-Time,Standard,No,4,67,9527,3
35,8,5.42,7,Laptop,Action,Asia,On-Time,Basic,No,4,19,4855,5
48,7,4.83,8,Laptop,Sci-fi,Asia,On-Time,Standard,No,2,66,1870,4
19,9,2.4,8,Mobile,Sci-fi,Oceania,Delayed,Premium,Yes,5,45,3405,5
60,3,2.49,1,Laptop,Comedy,Asia,On-Time,Basic,No,1,59,9983,1
44,4,5.56,6,Tablet,Drama,South America,On-Time,Standard,No,2,19,5524,2
17,3,4.49,5,Tablet,Drama,Oceania,On-Time,Basic,No,10,44,8659,3
42,2,1.93,6,Laptop,Drama,Europe,On-Time,Standard,No,5,51,1149,2
36,4,1.84,5,Smart TV,Comedy,Africa,On-Time,Basic,No,2,69,4354,5
27,9,1.11,7,Laptop,Drama,South America,On-Time,Premium,No,1,40,9605,2
44,8,4.26,9,Laptop,Action,Oceania,Delayed,Basic,No,7,29,7913,2
48,2,4.66,3,Tablet,Comedy,Asia,On-Time,Standard,No,7,46,3323,2
6,3,4.32,2,Laptop,Action,Asia,Delayed,Basic,Yes,3,68,9740,1
28,1,1.14,6,Smart TV,Comedy,North America,On-Time,Basic,No,4,56,6536,1
53,1,2.16,3,Laptop,Comedy,Europe,On-Time,Basic,No,0,36,8077,2
58,9,3.05,10,Mobile,Action,South America,On-Time,Basic,No,8,50,5779,5
53,9,3.83,10,Mobile,Comedy,North America,On-Time,Basic,No,8,42,2641,2
5,8,3.67,7,Laptop,Drama,North America,On-Time,Premium,No,1,48,4783,2
23,1,2.05,2,Mobile,Romance,South America,On-Time,Basic,Yes,2,42,6702,5
35,9,3.82,8,Smart TV,Drama,South America,On-Time,Basic,No,8,64,2316,5
35,8,5.7,8,Smart TV,Comedy,Oceania,On-Time,Basic,No,5,33,6833,1
19,9,5.46,10,Smart TV,Action,Asia,On-Time,Standard,No,3,61,8975,5
44,7,1.45,7,Mobile,Comedy,South America,On-Time,Standard,No,4,68,8441,5
35,7,3.29,7,Mobile,Action,Oceania,On-Time,Basic,No,4,36,2512,3
26,8,2.28,10,Laptop,Drama,Europe,Delayed,Premium,No,1,61,8852,3
28,6,2.15,2,Smart TV,Comedy,South America,On-Time,Standard,No,0,44,4100,2
42,2,4.88,4,Laptop,Drama,Africa,On-Time,Premium,No,9,60,7891,5
35,1,5.29,2,Smart TV,Romance,Oceania,On-Time,Premium,No,2,38,8445,3
59,3,2.82,5,Smart TV,Comedy,Africa,On-Time,Premium,No,7,47,9884,1
44,9,5.0,9,Laptop,Sci-fi,Asia,On-Time,Basic,No,6,41,1026,2
30,4,2.09,6,Laptop,Action,Oceania,On-Time,Premium,No,6,57,6704,1
38,7,3.4,7,Mobile,Drama,Oceania,On-Time,Premium,No,6,22,9608,4
42,7,2.49,9,Mobile,Romance,Oceania,On-Time,Basic,No,10,55,6794,1
45,7,4.38,8,Tablet,Comedy,Europe,On-Time,Basic,No,5,66,3690,3
19,10,4.59,9,Tablet,Romance,South America,Delayed,Standard,Yes,2,70,5769,3
9,10,2.22,9,Smart TV,Comedy,Europe,On-Time,Basic,No,1,19,3552,5
31,8,4.01,10,Smart TV,Comedy,Asia,On-Time,Basic,No,0,70,1139,3
33,10,2.11,8,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,9,57,2740,2
31,3,5.37,3,Laptop,Comedy,Africa,Delayed,Basic,No,0,24,8745,3
2,10,4.98,7,Mobile,Action,South America,Delayed,Standard,Yes,10,36,3454,2
31,9,2.7,10,Laptop,Sci-fi,Oceania,On-Time,Basic,No,3,25,7405,3
5,7,2.63,8,Smart TV,Action,South America,Delayed,Basic,Yes,0,26,1227,2
43,4,1.28,3,Tablet,Romance,Africa,Delayed,Standard,No,4,40,1085,5
23,9,2.33,10,Laptop,Romance,Africa,On-Time,Basic,No,8,28,9173,1
42,10,2.2,9,Smart TV,Comedy,Oceania,On-Time,Basic,No,9,34,6581,2
15,7,4.34,10,Tablet,Comedy,Asia,On-Time,Basic,No,10,20,6192,4
29,6,1.54,2,Tablet,Comedy,Africa,On-Time,Basic,No,3,23,8389,1
31,10,5.48,8,Smart TV,Romance,Europe,On-Time,Standard,No,7,62,9241,2
34,9,5.02,9,Laptop,Romance,North America,On-Time,Premium,No,8,60,4334,1
1,8,5.85,10,Tablet,Romance,Europe,On-Time,Basic,No,5,55,6343,2
26,10,2.86,8,Laptop,Action,Europe,On-Time,Basic,No,1,43,1838,3
3,9,3.85,10,Laptop,Drama,Oceania,Delayed,Premium,Yes,6,55,4142,4
6,10,5.82,8,Mobile,Drama,Europe,On-Time,Premium,No,1,66,4968,4
30,8,1.6,7,Mobile,Romance,Africa,On-Time,Premium,No,7,39,8367,4
27,8,4.41,10,Laptop,Drama,Asia,On-Time,Premium,No,10,42,9307,3
30,2,5.96,1,Tablet,Sci-fi,Oceania,Delayed,Premium,No,0,61,5794,3
12,10,3.87,10,Laptop,Romance,North America,On-Time,Basic,No,7,29,8521,5
33,10,5.16,7,Smart TV,Drama,Africa,On-Time,Standard,No,3,57,8007,1
37,7,5.56,9,Tablet,Romance,Oceania,On-Time,Standard,No,10,60,1352,3
38,2,5.18,5,Tablet,Drama,South America,On-Time,Basic,No,5,64,2034,5
22,7,3.22,10,Laptop,Comedy,North America,On-Time,Standard,No,8,66,2073,1
5,2,3.59,6,Laptop,Sci-fi,Africa,On-Time,Premium,No,6,39,9381,2
29,8,5.97,10,Mobile,Romance,South America,On-Time,Standard,No,6,35,4363,3
13,7,4.72,9,Tablet,Romance,Europe,On-Time,Basic,No,10,29,7712,4
7,2,4.64,5,Smart TV,Drama,Europe,On-Time,Standard,No,6,44,8456,4
11,7,1.53,10,Smart TV,Comedy,North America,On-Time,Standard,No,4,41,3874,2
57,9,4.97,10,Laptop,Sci-fi,Oceania,Delayed,Basic,No,2,63,8770,1
7,10,4.94,8,Mobile,Drama,Asia,On-Time,Standard,No,3,32,9762,3
55,3,3.47,5,Tablet,Action,North America,On-Time,Basic,No,7,70,7361,2
1,8,2.71,10,Laptop,Drama,Europe,Delayed,Premium,Yes,7,29,4862,1
33,8,4.54,7,Laptop,Romance,Africa,On-Time,Standard,No,9,39,7147,2
4,10,3.01,10,Tablet,Comedy,Asia,On-Time,Premium,No,1,35,5990,3
17,10,1.66,8,Tablet,Sci-fi,Africa,On-Time,Standard,No,7,61,9413,5
33,7,4.86,8,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,1,55,3861,1
42,8,1.45,8,Mobile,Sci-fi,Oceania,On-Time,Basic,No,7,41,3714,3
50,6,5.56,6,Laptop,Comedy,Oceania,On-Time,Basic,No,3,59,2886,4
46,8,3.13,8,Mobile,Comedy,South America,On-Time,Basic,No,6,27,4004,5
25,8,5.98,8,Tablet,Drama,South America,Delayed,Standard,No,2,65,3398,4
48,7,1.91,10,Mobile,Action,North America,On-Time,Basic,No,2,42,1360,2
27,8,1.44,10,Laptop,Sci-fi,North America,On-Time,Standard,No,8,29,6101,1
49,3,3.25,1,Smart TV,Action,Africa,On-Time,Basic,No,7,64,8335,3
19,8,2.86,7,Smart TV,Romance,South America,On-Time,Standard,No,9,53,8350,3
18,9,4.16,7,Mobile,Romance,Asia,On-Time,Basic,No,4,37,4018,5
11,4,4.88,3,Tablet,Comedy,Africa,On-Time,Premium,No,5,23,4302,2
51,9,2.07,10,Laptop,Action,Oceania,On-Time,Premium,No,2,19,7477,5
8,6,1.33,4,Smart TV,Comedy,Asia,On-Time,Standard,No,2,29,9876,1
18,4,3.38,6,Smart TV,Drama,Asia,On-Time,Standard,No,5,31,5828,2
28,10,1.97,7,Mobile,Romance,Africa,On-Time,Basic,No,7,60,3760,1
10,7,2.31,8,Smart TV,Romance,South America,On-Time,Basic,No,0,18,7931,1
36,8,4.58,7,Tablet,Action,North America,On-Time,Premium,No,0,47,9472,3
33,10,4.23,10,Tablet,Romance,Africa,On-Time,Premium,No,4,33,3507,3
42,9,4.54,8,Tablet,Romance,Europe,On-Time,Standard,No,8,24,5851,5
5,7,3.11,9,Tablet,Drama,Africa,On-Time,Basic,No,2,66,8213,4
2,6,2.28,6,Mobile,Comedy,North America,On-Time,Standard,No,1,36,1800,3
42,5,1.95,6,Smart TV,Comedy,Europe,Delayed,Basic,No,1,35,2261,3
22,4,2.0,3,Smart TV,Action,Africa,On-Time,Standard,Yes,4,61,5327,1
50,2,5.23,2,Smart TV,Sci-fi,South America,On-Time,Standard,No,2,41,7886,3
6,7,3.81,8,Tablet,Comedy,Asia,Delayed,Basic,Yes,5,63,6188,4
45,7,5.49,7,Laptop,Action,Oceania,On-Time,Standard,No,6,29,7293,2
14,10,3.73,8,Mobile,Comedy,South America,On-Time,Premium,No,9,37,9496,3
10,7,1.65,10,Laptop,Action,Oceania,On-Time,Standard,No,8,70,4922,5
59,9,2.58,10,Tablet,Action,North America,On-Time,Basic,No,4,67,7819,1
40,10,1.11,9,Mobile,Drama,Oceania,Delayed,Premium,No,7,23,6083,2
13,8,1.71,7,Smart TV,Drama,Asia,On-Time,Basic,No,1,38,8818,1
51,5,4.18,2,Laptop,Action,Oceania,On-Time,Basic,No,10,55,1835,4
23,9,4.58,7,Smart TV,Romance,Asia,Delayed,Standard,Yes,4,52,8072,5
56,9,4.16,9,Laptop,Action,Oceania,On-Time,Premium,No,4,57,3776,3
2,3,5.76,5,Mobile,Sci-fi,Asia,On-Time,Premium,No,3,29,6932,1
9,4,5.74,3,Laptop,Drama,North America,On-Time,Standard,Yes,10,67,1355,1
28,10,2.71,10,Smart TV,Romance,South America,On-Time,Standard,No,2,45,5878,3
46,7,3.94,10,Smart TV,Comedy,Oceania,On-Time,Standard,No,5,57,3476,1
31,2,1.06,4,Smart TV,Sci-fi,Asia,On-Time,Standard,No,8,34,8546,5
39,9,2.74,8,Mobile,Comedy,South America,On-Time,Basic,No,5,57,6887,4
1,9,5.4,7,Smart TV,Romance,Africa,On-Time,Basic,No,8,26,8265,5
10,10,5.03,8,Laptop,Action,South America,On-Time,Standard,No,4,60,3867,3
6,10,1.98,7,Smart TV,Action,North America,On-Time,Basic,No,3,55,4306,5
28,8,5.35,8,Tablet,Action,Asia,On-Time,Premium,No,5,64,8308,2
21,6,5.02,4,Tablet,Action,Africa,Delayed,Basic,Yes,5,18,6354,2
47,3,3.42,2,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,4,68,9989,2
21,9,3.45,9,Laptop,Action,South America,On-Time,Standard,No,8,33,5430,2
54,2,1.13,5,Laptop,Sci-fi,Oceania,Delayed,Standard,No,5,50,4556,3
26,1,3.83,3,Tablet,Action,Asia,On-Time,Standard,No,5,68,9381,5
53,9,2.5,7,Mobile,Sci-fi,Asia,On-Time,Standard,No,9,59,2334,2
19,5,5.07,6,Tablet,Action,Europe,On-Time,Standard,Yes,7,46,7726,1
18,6,5.08,2,Tablet,Comedy,South America,On-Time,Premium,No,8,38,4444,5
2,9,2.33,7,Mobile,Comedy,Oceania,On-Time,Basic,No,3,59,6572,2
7,7,5.4,8,Laptop,Sci-fi,North America,On-Time,Standard,No,1,23,1428,1
29,7,2.38,10,Laptop,Romance,Asia,On-Time,Standard,No,5,18,4370,1
57,8,4.02,8,Laptop,Drama,North America,On-Time,Premium,No,0,22,9197,5
58,2,5.46,1,Tablet,Drama,Africa,On-Time,Premium,No,6,54,9588,4
31,8,3.76,10,Laptop,Drama,South America,Delayed,Basic,No,4,64,8885,3
30,3,3.96,5,Smart TV,Comedy,Africa,On-Time,Standard,No,5,52,3162,4
17,7,3.5,8,Laptop,Drama,Europe,On-Time,Standard,No,9,22,9904,4
50,9,3.12,8,Laptop,Comedy,Europe,On-Time,Premium,No,10,27,3211,4
26,10,1.59,7,Tablet,Sci-fi,Oceania,On-Time,Standard,No,1,69,6999,4
52,8,2.23,8,Tablet,Comedy,North America,On-Time,Basic,No,1,24,9712,5
23,7,3.66,7,Mobile,Sci-fi,North America,Delayed,Premium,Yes,3,48,2589,1
50,9,1.76,7,Mobile,Drama,South America,On-Time,Basic,No,3,23,1010,5
55,7,3.36,7,Tablet,Sci-fi,South America,On-Time,Premium,No,7,51,5714,4
38,9,5.51,9,Laptop,Drama,Europe,On-Time,Premium,No,6,23,6251,1
12,8,3.04,7,Laptop,Drama,Asia,On-Time,Standard,No,10,35,3842,4
17,9,3.12,10,Smart TV,Romance,Africa,On-Time,Basic,No,2,21,4532,2
20,7,2.33,9,Tablet,Comedy,Europe,On-Time,Basic,No,5,34,4341,4
20,7,3.74,7,Smart TV,Comedy,North America,On-Time,Standard,No,1,35,6575,4
46,2,5.8,6,Mobile,Drama,North America,On-Time,Premium,No,10,42,8945,3
54,4,5.33,2,Laptop,Drama,Europe,On-Time,Basic,No,7,25,4117,1
36,7,1.12,10,Mobile,Action,North America,On-Time,Basic,No,10,31,9620,1
26,7,2.54,10,Mobile,Action,South America,Delayed,Standard,No,10,25,9109,2
6,8,5.25,8,Smart TV,Romance,North America,On-Time,Standard,No,10,19,4095,4
16,7,4.89,7,Tablet,Drama,Europe,Delayed,Standard,Yes,1,68,8181,1
43,8,4.89,9,Smart TV,Action,Oceania,On-Time,Standard,No,9,58,5054,1
41,7,5.32,7,Mobile,Sci-fi,North America,On-Time,Basic,No,4,49,7433,2
3,1,1.92,5,Mobile,Action,North America,On-Time,Basic,No,1,26,3062,1
46,7,5.63,8,Tablet,Sci-fi,Africa,On-Time,Basic,No,7,49,2010,3
59,9,3.02,7,Laptop,Romance,Europe,Delayed,Basic,No,0,18,2285,2
36,9,1.39,8,Laptop,Sci-fi,Europe,Delayed,Basic,No,8,26,2718,2
56,9,2.72,7,Laptop,Sci-fi,Europe,On-Time,Basic,No,2,40,7578,5
22,8,3.34,9,Tablet,Romance,South America,On-Time,Basic,No,0,21,6282,3
6,6,5.25,1,Tablet,Romance,Oceania,Delayed,Basic,Yes,8,68,7541,5
35,9,4.0,10,Mobile,Drama,Asia,On-Time,Basic,No,4,54,9464,2
16,6,1.71,3,Smart TV,Comedy,North America,On-Time,Premium,No,9,68,6572,2
33,8,4.18,10,Tablet,Sci-fi,Oceania,Delayed,Basic,No,2,66,6577,3
2,7,1.3,9,Mobile,Comedy,South America,On-Time,Standard,No,5,23,9234,5
7,8,4.07,10,Tablet,Drama,Africa,On-Time,Standard,No,5,52,9177,1
23,8,3.22,9,Mobile,Comedy,Europe,Delayed,Premium,Yes,3,35,8509,4
38,3,3.87,5,Tablet,Comedy,South America,On-Time,Basic,No,4,38,1433,3
18,6,5.84,6,Laptop,Sci-fi,Europe,On-Time,Basic,No,0,19,5974,4
47,8,1.3,10,Mobile,Romance,Oceania,On-Time,Premium,No,5,56,6785,4
53,9,3.25,8,Smart TV,Drama,South America,Delayed,Standard,No,9,37,8273,5
47,8,1.19,9,Laptop,Sci-fi,Africa,On-Time,Basic,No,6,53,7674,2
48,7,1.95,9,Laptop,Comedy,North America,On-Time,Standard,No,10,23,3231,2
39,6,1.39,4,Mobile,Drama,Asia,On-Time,Basic,No,8,68,1738,3
40,7,4.82,10,Tablet,Sci-fi,Oceania,On-Time,Standard,No,6,28,4769,5
60,10,4.37,9,Mobile,Comedy,North America,On-Time,Standard,No,1,18,4766,3
27,9,4.49,7,Tablet,Sci-fi,North America,On-Time,Basic,No,8,27,4442,3
35,8,5.84,7,Laptop,Action,Africa,Delayed,Basic,No,9,56,3379,1
32,8,4.7,7,Tablet,Comedy,Oceania,On-Time,Standard,No,3,53,2528,4
22,9,4.37,7,Tablet,Sci-fi,North America,On-Time,Premium,No,3,47,6160,4
45,8,5.96,8,Mobile,Comedy,South America,On-Time,Premium,No,5,43,2449,4
42,2,3.81,5,Mobile,Romance,Asia,On-Time,Standard,No,8,21,8630,2
10,9,4.79,8,Smart TV,Action,South America,On-Time,Basic,No,2,35,9745,1
6,9,1.65,10,Mobile,Comedy,North America,On-Time,Basic,No,3,34,2086,1
24,9,4.71,10,Laptop,Drama,Africa,On-Time,Basic,No,0,20,1209,1
16,5,5.09,4,Mobile,Comedy,Europe,On-Time,Basic,Yes,10,49,2718,5
43,1,3.95,2,Tablet,Drama,Asia,Delayed,Premium,No,9,62,2912,3
24,9,5.07,8,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,0,26,3261,5
27,7,3.73,10,Mobile,Sci-fi,Oceania,Delayed,Basic,No,3,28,5666,3
15,7,4.33,7,Tablet,Comedy,Asia,On-Time,Premium,No,4,43,6645,1
5,9,5.68,10,Laptop,Comedy,North America,Delayed,Basic,Yes,9,27,8092,2
4,5,1.06,6,Tablet,Comedy,Oceania,On-Time,Basic,Yes,9,47,9971,4
41,3,1.35,2,Smart TV,Romance,North America,Delayed,Standard,No,2,62,9456,4
10,8,5.78,10,Smart TV,Sci-fi,Europe,Delayed,Premium,Yes,6,25,7710,3
56,7,4.08,9,Tablet,Drama,Africa,On-Time,Standard,No,10,35,2467,3
40,10,2.91,10,Smart TV,Comedy,Oceania,On-Time,Standard,No,4,57,3633,1
52,10,4.73,10,Laptop,Comedy,South America,On-Time,Basic,No,8,30,5268,5
45,8,2.87,9,Smart TV,Sci-fi,South America,On-Time,Basic,No,8,25,5366,5
39,9,4.14,7,Smart TV,Comedy,Asia,On-Time,Standard,No,2,63,7913,4
43,10,4.54,9,Tablet,Comedy,Asia,On-Time,Basic,No,6,53,8098,4
15,5,2.73,5,Smart TV,Romance,Oceania,On-Time,Standard,Yes,2,47,8339,4
14,8,4.52,8,Mobile,Sci-fi,Asia,On-Time,Standard,No,5,28,1190,1
20,6,1.95,2,Tablet,Action,North America,On-Time,Standard,No,10,19,6407,5
42,7,1.82,9,Tablet,Comedy,North America,On-Time,Standard,No,4,22,6777,2
9,10,4.51,7,Tablet,Sci-fi,Asia,On-Time,Standard,No,0,57,3398,5
57,1,3.18,4,Mobile,Comedy,North America,On-Time,Basic,No,8,40,8439,3
36,10,4.5,10,Tablet,Romance,Asia,On-Time,Standard,No,0,37,5765,2
28,10,4.01,7,Mobile,Sci-fi,Europe,On-Time,Standard,No,5,42,7869,4
40,5,2.91,6,Tablet,Romance,Asia,On-Time,Standard,No,1,32,2445,1
2,5,5.77,2,Smart TV,Sci-fi,North America,Delayed,Premium,Yes,6,21,2188,5
46,7,4.86,9,Laptop,Romance,Africa,Delayed,Basic,No,9,33,6378,3
